epoch,stage1_train_loss,stage1_val_loss,stage2_train_loss,stage2_val_loss,stage3_train_loss,stage3_val_loss
1,0.2446047069132328,0.11321571916341781,0.35236539006233214,0.30571234226226807,0.49188062489032747,0.5293025171756744
2,0.3293529815971851,0.1138567465543747,0.35756596535444257,0.3002500593662262,0.3117115323245525,0.49689566969871524
3,0.26418375968933105,0.09316339015960694,0.34334496051073077,0.2687366795539856,0.3875199441611767,0.26843567073345187
4,0.20023860685527325,0.07867582410573959,0.36485892087221145,0.3201556193828583,0.26557304099202156,0.33323049783706665
5,0.18860924616456032,0.0689105786383152,0.32037371158599853,0.22965745449066163,0.4024364797770977,0.4900768494606018
6,0.23395260594785214,0.06564346730709075,0.3112394766509533,0.22223069071769713,0.37734781511127946,0.6103110039234161
7,0.20646357029676438,0.057214387357234955,0.3110972763597965,0.2577155143022537,0.3079169936478138,0.6952550077438354
8,0.2602401773631573,0.05599691689014435,0.27948101088404653,0.20814826607704162,0.37668611615896225,1.2621484231948852
9,0.3794830524921417,0.05845672339200973,0.2880914670228958,0.24603637278079987,0.33933817520737647,0.7621125149726867
10,0.26165406860411167,0.05871430665254593,0.2617233490943909,0.21128346025943756,0.4205031727254391,1.3348227047920227
11,0.4027448783814907,0.06367145478725433,0.27371581450104715,0.23758401989936828,0.4334461845457554,0.9075896835327149
12,0.35271637737751005,0.06815801128745079,0.2430189988017082,0.20319113194942473,0.4644246820360422,1.3791375684738159
13,0.39696078151464465,0.07304570168256759,0.2814132584631443,0.24581936240196228,0.38188963577151297,1.0314257955551147
14,0.47031704649329187,0.07499136120080947,0.22949232429265976,0.1929965955018997,0.5402842170000076,1.53877534866333
15,0.4313860735297203,0.07770328521728516,0.2647488784790039,0.23753120601177216,0.35458794549107553,0.9620757842063904
16,0.4211058536916971,0.08534968242049218,0.2296479018032551,0.18911265850067138,0.5338386015594005,1.8369591665267944
17,0.7768379155546427,0.07895522356033326,0.24560425490140914,0.22287098109722137,0.46879451103508474,0.8110671949386596
18,0.3116801319271326,0.08234253734350204,0.2398638105392456,0.18971122205257415,0.7166184108704329,1.8877213954925538
19,0.9388515840470791,0.08008990496397018,0.23391855239868165,0.21124285697937012,0.6495693317055702,0.9009506225585937
20,0.3622589022666216,0.08245185405015945,0.22699373349547386,0.18269986510276795,0.6200181793421506,1.7594078922271728
