epoch,train_loss,train_acc,val_loss,val_acc
1,0.5994600459933281,69.59375,0.5110502791404724,79.125
2,0.42866269648075106,84.03125,0.38569343388080596,84.875
3,0.32184606045484543,88.875,0.337895525097847,86.0
4,0.26486150283366444,90.59375,0.29760672435164454,87.625
5,0.22331536473706365,91.875,0.26750751614570617,89.25
6,0.19840372439473866,93.03125,0.27223483845591545,89.0
7,0.18170364623889326,93.28125,0.2510711528360844,89.75
8,0.16955274717882277,93.40625,0.2510597379505634,89.875
9,0.1554894600622356,94.4375,0.23149864681065083,90.375
10,0.14481442250311374,95.0,0.27564873479306695,89.5
11,0.1385236632730812,94.71875,0.25098124098032715,90.25
12,0.1258590134140104,95.40625,0.2202239630371332,91.0
13,0.1235857320157811,95.15625,0.21681182831525803,91.375
14,0.11125063141342252,96.1875,0.2273986741155386,91.25
15,0.10645006554666907,96.28125,0.2227051630243659,91.25
16,0.10226358608808368,96.59375,0.22083723921328782,91.5
17,0.09522183145862073,96.84375,0.22442424945533276,91.625
18,0.08674886827822775,97.125,0.21082476805895567,91.375
19,0.08401224651373923,97.3125,0.2151901875063777,91.875
20,0.07693632900947706,97.625,0.2161759903654456,91.875
