epoch,train_loss,train_acc,val_loss,val_acc
1,0.6872517019510269,55.28125000000001,0.6718595933914184,59.375
2,0.6677605873346328,58.1875,0.6618048667907714,59.12500000000001
3,0.6550765624642372,59.09375,0.6610013139247894,61.75000000000001
4,0.6388462471961975,62.68749999999999,0.7120219963788986,59.12500000000001
5,0.638764104694128,63.0,0.6345738637447357,64.375
6,0.6220875442028045,64.5,0.6146091604232788,67.75
7,0.6011925496160984,67.5625,0.6140550649166108,66.5
8,0.5992372986674309,67.15625,0.6593426752090454,63.87500000000001
9,0.5898826013505459,68.375,0.6790755623579026,68.0
10,0.586574278473854,68.0,0.6014941859245301,67.125
11,0.575426591038704,69.375,0.67715467274189,62.5
12,0.5646797397732735,70.3125,0.6161063611507416,68.0
13,0.5659704421460628,69.84375,0.6333237230777741,68.0
14,0.5523333750665188,70.875,0.7146286243200302,62.74999999999999
15,0.5350215418636799,72.5625,0.7251912426948547,63.87500000000001
16,0.5273311004042626,73.3125,0.6377260810136796,66.125
17,0.5240249273180961,74.0,0.6047770315408707,69.0
18,0.5120701731741428,73.90625,0.6865043836832047,64.5
19,0.4934258336573839,75.03125,0.6300896751880646,68.0
20,0.5001375411450862,75.84375,0.6286693882942199,68.25
