epoch,stage1_train_loss,stage1_val_loss,stage2_train_loss,stage2_val_loss,stage3_train_loss,stage3_val_loss
1,0.2211843167245388,0.0984286192059517,0.3544473969936371,0.30636985778808595,0.5049702894687652,0.5240462732315063
2,0.3130217860639095,0.10259325385093689,0.3598885723948479,0.3033142518997192,0.30196708485484125,0.47572501182556154
3,0.24669132739305497,0.08204193949699402,0.3456858319044113,0.27436451077461244,0.36808856070041657,0.2609697067737579
4,0.18649731658399105,0.06843631386756897,0.36726519286632536,0.32326545715332033,0.24099931664764881,0.32138519287109374
5,0.17567760042846203,0.061044231504201886,0.3361627824604511,0.25292412996292113,0.3347738802433014,0.410382399559021
6,0.2119385240972042,0.05856996163725853,0.32043553844094275,0.22849820733070372,0.3632482148706913,0.5352169835567474
7,0.19343980185687543,0.05371635109186172,0.31146031320095063,0.2553106784820557,0.29882186733186245,0.6877279806137085
8,0.2528232777118683,0.052994732856750486,0.2699881161749363,0.19925143778324128,0.36993714675307277,1.1594628763198853
9,0.29339101411402224,0.05622160032391548,0.2967208307981491,0.2536442881822586,0.32833727054297923,0.8022034108638764
10,0.31647305376827717,0.06037656113505364,0.25423657193779947,0.2029975950717926,0.44418814562261105,1.3091930770874023
11,0.3540489999204874,0.06659956514835358,0.2802810387313366,0.2436471164226532,0.3964648272842169,0.8421281397342681
12,0.3561594271659851,0.07431562438607216,0.24251099154353142,0.19941067218780517,0.4330197060853243,1.4465246438980102
13,0.40954324081540106,0.07798426896333695,0.271552165299654,0.2407490199804306,0.48736573904752734,0.8603720104694367
14,0.37520006015896795,0.08434248328208924,0.22925275027751923,0.1853931128978729,0.5407338799536228,1.6649634790420533
15,0.5453474976867437,0.08698350772261619,0.2585383413732052,0.23203355967998504,0.4336021800339222,0.8596586585044861
16,0.36091658130288123,0.08920185312628746,0.22090478196740151,0.17945040464401246,0.607764700576663,1.714442057609558
17,0.5902894192934036,0.09577131882309914,0.24166448399424553,0.21728011310100556,0.4658711559325457,0.8483162873983383
18,0.3941839151084423,0.09421874672174453,0.21040129467844962,0.17398638546466827,0.6735994312912226,1.6689787530899047
19,0.5599338027089834,0.09376085460186005,0.2437348745763302,0.21665583848953246,0.46133907571434973,0.9472454261779785
20,0.4411012116074562,0.09699726015329362,0.20756561532616616,0.16905328929424285,0.598089627251029,1.852556266784668
