epoch,train_loss,train_acc,val_loss,val_acc
1,0.39157026447355747,83.46875,0.2271053995937109,93.0
2,0.20366301342844964,92.8125,0.17502203189767898,94.75
3,0.1613535578455776,94.03125,0.1500700204912573,94.625
4,0.14294334365753458,94.8125,0.13432016430655494,94.875
5,0.14363220176659525,94.875,0.1277994703873992,94.625
6,0.13285997843369843,94.96875,0.11892673194408417,95.5
7,0.12236093683401122,95.875,0.12008554920554161,95.75
8,0.11991480073775165,95.5625,0.10640382467070594,96.375
9,0.11819200602942147,95.375,0.10631889590527863,96.5
10,0.1190458074293565,95.75,0.10630182872992008,96.375
11,0.11556068112840875,95.84375,0.10557753557339311,96.5
12,0.111121087258216,96.0,0.09793608181877062,96.25
13,0.10600289786991197,96.125,0.11213346692267806,97.0
14,0.11517610640265047,96.125,0.09338969377800822,96.625
15,0.09852756661712192,96.5625,0.09540884962771087,97.0
16,0.1047707249247469,96.0,0.09164023829856888,97.0
17,0.11801197521970608,95.375,0.09242369689047336,97.375
18,0.10076077073463238,96.65625,0.0937969329347834,97.0
19,0.10079523039399646,96.53125,0.09424907825421541,96.5
20,0.10061959569808096,96.6875,0.11318752005696296,95.75
