epoch,train_loss,train_acc,val_loss,val_acc
1,0.26745714648626745,90.59375,0.048652468603104355,99.5
2,0.0544812255713623,98.90625,0.0176832518610172,99.625
3,0.039852574067772366,99.03125,0.01002719289972447,99.875
4,0.03208464222581824,99.09375,0.00918059745861683,99.625
5,0.025167480554664508,99.3125,0.005009296606294811,100.0
6,0.0228527805081103,99.28125,0.007665403465070994,99.75
7,0.02170448175551428,99.375,0.00611591134002083,99.875
8,0.02063096533955104,99.3125,0.003962182385585038,99.875
9,0.020223449418590462,99.4375,0.0036270894690824205,100.0
10,0.019373498482382276,99.46875,0.0028142914024647326,100.0
11,0.021149181037544623,99.40625,0.004035794108276604,99.875
12,0.016820606052497168,99.40625,0.003485397810218274,99.875
13,0.022385427648005135,99.375,0.004551698621871765,99.875
14,0.015382124289881177,99.625,0.0029799977670336374,99.875
15,0.012720297753912747,99.65625,0.00368462041777093,99.875
16,0.016893149689894926,99.46875,0.0033075602408644046,99.875
17,0.0173125174670713,99.5,0.0037888671073596923,99.875
18,0.013987669551825092,99.59375,0.00555890647432534,99.75
19,0.01151919293559331,99.71875,0.003373213828090229,100.0
20,0.009706331778452294,99.75,0.004919629463038291,99.875
