epoch,stage1_train_loss,stage1_val_loss,stage2_train_loss,stage2_val_loss,stage3_train_loss,stage3_val_loss
1,0.29629530861973763,0.12358245313167572,0.3491804698109627,0.305863995552063,0.47479369044303893,0.4948176848888397
2,0.3414951944351196,0.12038843125104905,0.35088707119226453,0.289607846736908,0.37531642377376556,0.5771522188186645
3,0.3129873068630695,0.10120901435613633,0.3450484648346901,0.273415834903717,0.37392691522836685,0.2449905467033386
4,0.20547214284539222,0.07643814712762832,0.35866882264614103,0.30447914481163024,0.3518627868592739,0.3987587475776672
5,0.21380765222012996,0.06547261714935303,0.3152660536766052,0.22989149630069733,0.43541295915842054,0.44606775641441343
6,0.22985257737338544,0.06112544670701027,0.31244700014591215,0.21771088778972625,0.43900567024946213,0.6603218913078308
7,0.2181416977196932,0.053419594913721086,0.3132960510253906,0.25800313413143156,0.35085680030286315,0.6802253937721252
8,0.25378486938774586,0.05272023484110832,0.2742926451563835,0.2021574342250824,0.42562630608677865,1.2698142004013062
9,0.3627352361381054,0.05260366812348366,0.2938139660656452,0.24793737888336181,0.358664670586586,0.8545207905769349
10,0.32426904402673246,0.05599528208374977,0.2735348281264305,0.2117788702249527,0.4260966814309359,1.4761051750183105
11,0.49440516106784343,0.05579922169446945,0.2744374758005142,0.2374303722381592,0.41786247320473197,0.8580759930610656
12,0.30683464907109737,0.06071285679936409,0.2596639734506607,0.21168234527111054,0.433963108509779,1.447127285003662
13,0.5136600443720818,0.06437433987855912,0.2666654624044895,0.23263890862464906,0.5120777953416109,0.9872525668144226
14,0.3469027192145586,0.07081857740879059,0.2370726425945759,0.1990368777513504,0.673295898810029,1.4049664068222045
15,0.4737932765483856,0.06301048398017883,0.25611640870571134,0.22494382202625274,0.5066201767325401,1.0839343357086182
16,0.4230123670399189,0.06674086675047874,0.24783792600035667,0.20165372848510743,0.5357483789324761,1.683120894432068
17,0.6851382914185524,0.06718400254845619,0.23512638211250306,0.2108176213502884,0.6108482429385185,0.8526157712936402
18,0.2849260025471449,0.06762725532054902,0.2536808697879314,0.2038867574930191,0.744891167730093,1.703230891227722
19,0.810324694365263,0.06962617799639702,0.22735355883836747,0.20234104633331298,0.765415208414197,1.1526276135444642
20,0.3691691526770592,0.07279110729694366,0.24546907156705855,0.20210727214813232,0.7114958872646093,1.5794281244277955
