epoch,train_loss,train_acc,val_loss,val_acc
1,0.6617273232340812,60.25,0.6479052406549454,62.875
2,0.62669696778059,65.09375,0.6069327294826508,67.0
3,0.5919524084031582,68.8125,0.5699654334783554,68.875
4,0.5448075795173645,73.1875,0.6418145591020584,66.25
5,0.5174995204806327,75.125,0.49150779128074645,75.0
6,0.48550567477941514,76.71875,0.4697657370567322,76.875
7,0.44527259610593317,79.78125,0.43583002775907514,79.5
8,0.4202996493130922,81.5,0.4416494643688202,79.75
9,0.42781261920928954,79.96875,0.405564883351326,81.125
10,0.393299545198679,82.84375,0.392905675470829,82.625
11,0.38823149621486663,83.0,0.378967162668705,82.25
12,0.37883728664368393,83.0,0.3772246161103249,83.125
13,0.34868885986506937,84.59375,0.3935100159049034,84.0
14,0.34778186775743963,85.25,0.3981612147390842,84.25
15,0.32688669979572293,86.15625,0.39953109562397005,82.75
16,0.3261373329162598,86.0,0.35352964282035826,84.625
17,0.308899755217135,87.40625,0.3216344964504242,86.875
18,0.2955735817551613,87.3125,0.38269787903875113,84.5
19,0.29329630725085737,87.625,0.45377749890089036,82.0
20,0.29622124567627905,87.40625,0.33333895772695543,85.375
