epoch,stage1_train_loss,stage1_val_loss,stage2_train_loss,stage2_val_loss,stage3_train_loss,stage3_val_loss
1,0.14923420212098532,0.03281044015926974,0.18348887469087327,0.10781397581100464,0.3730126467560019,2.179094784600394
2,0.4337214637121984,0.028122411870530672,0.06830460091254541,0.027176861369184086,0.4339344128301101,0.897682558127812
3,0.10681415887815612,0.029409925597054618,0.08158270978501865,0.02611705140343734,0.3887226055935025,1.9935530928203038
4,0.20070877483912877,0.0314775528971638,0.05457622333296708,0.015041730574199132,0.6801234393620065,1.1385844172750201
5,0.13139843915190016,0.03304830947092601,0.05542437880965216,0.011438072653753417,0.5809143659738558,1.4935950585774014
6,0.13722506186791827,0.031329248355967655,0.04556610094915543,0.008046067016465323,0.7014451681503228,1.157789603982653
7,0.12090528101261173,0.030508313423820904,0.04627637835219502,0.010055564037923301,0.610618330362652,1.6968819679532732
8,0.13587628671633345,0.03048743433185986,0.04863846993339913,0.009435317822332893,0.7104594966130597,0.9460393495219095
9,0.10754519002246005,0.03112074737037931,0.03911027596731271,0.002315591451978045,0.6035425618290902,1.3562816286087036
10,0.11120686319789716,0.028815775215625762,0.03712993664134826,0.0043802027457526755,0.6609835833949702,0.9369442098481314
11,0.10991316361618894,0.028874582030943462,0.035282755150858845,0.004521370962528246,0.658630063533783,1.4832811621257238
12,0.10839524054101535,0.028737281763127873,0.051587289148675546,0.013860276490449906,0.7787143756023475,1.3430963271004812
13,0.11589303448264088,0.02979181995349271,0.047569403475416557,0.013457169575350625,0.7353436510264874,1.7471157898221696
14,0.13709449969764267,0.029946158634764807,0.04945221759645002,0.014066409080156259,0.7967517000117472,1.3647202052388872
15,0.12435401223067727,0.029276565653937204,0.04536658066191843,0.015470047103507177,0.6340935857168266,1.784020359175546
16,0.13538399715508734,0.0281266202884061,0.05128788512200117,0.018840635770133562,0.7075434524991683,1.372880185672215
17,0.12596604717097112,0.028332955400858607,0.045449053943157194,0.0142732870472329,0.7287075147458485,1.657763934135437
18,0.12441172893558229,0.028106771824615344,0.06455270171165467,0.033365108062114034,0.7719687098796879,1.7023176063810077
19,0.17102102808654307,0.02909614648137774,0.04799355655110308,0.018443715779909067,0.6929419189797981,1.7876400624002728
20,0.13640469618673837,0.028532369094235555,0.0792823642332639,0.051326980654682434,0.6679201508685947,1.7939606973103115
