epoch,train_loss,train_acc,val_loss,val_acc
1,0.32524246064946055,86.06696428571429,0.1615200672937291,94.48214285714286
2,0.17304373768823486,93.65178571428572,0.12464385862528746,95.58928571428571
3,0.15672539791524676,94.30803571428571,0.12296433355226846,95.48214285714286
4,0.14744067437181782,94.5,0.11752647221354502,95.82142857142857
5,0.14466024506288314,94.64732142857143,0.11385614055192231,95.78571428571429
6,0.13935337859338948,94.90178571428571,0.11300161775135036,95.875
7,0.14185702997135066,94.79910714285714,0.11068210894840637,96.01785714285714
8,0.13848725870168502,94.96875,0.10939756368652784,95.91071428571428
9,0.13414084649029454,94.96428571428571,0.109460709064068,96.0
10,0.13637167416313398,94.77232142857143,0.10986941555714501,95.91071428571428
11,0.12832052237337588,95.11607142857143,0.11330557420118047,95.75
12,0.12878804605936497,95.33035714285715,0.10724862025601656,96.23214285714286
13,0.12771167081631055,95.19196428571428,0.10815195595030673,95.85714285714285
14,0.12859158141904378,95.3125,0.10673811620500472,96.51785714285714
15,0.1273065957360502,95.33482142857143,0.10766778439017279,95.89285714285715
16,0.1239931896545126,95.45982142857142,0.10501901537046901,96.21428571428572
17,0.12274028494455186,95.38392857142857,0.11102877079492568,96.23214285714286
18,0.12646075396698767,95.3125,0.11467449562191698,95.89285714285715
19,0.12035072727137179,95.58928571428571,0.11145265247839103,96.17857142857143
20,0.12250030131761118,95.47767857142857,0.10751648869914268,96.05357142857143
