epoch,train_loss,train_acc,val_loss,val_acc
1,0.44131404764950277,80.3125,0.20700601294636725,93.75
2,0.21722953587770463,92.5625,0.1399619785323739,95.25
3,0.17603415119461716,93.40625,0.12173918141052127,95.625
4,0.16045763737522065,93.8125,0.12162444606423378,95.625
5,0.14174098445102573,94.8125,0.11043029337190091,96.0
6,0.1458638783171773,94.46875,0.11184680948033929,96.0
7,0.13655445695971138,94.65625,0.11096672820858658,95.5
8,0.13070646637352185,95.21875,0.10410036758519708,95.25
9,0.13142352517694234,95.28125,0.10568442452698946,95.375
10,0.12714896528748795,95.40625,0.10699432676658034,95.0
11,0.12083768156240694,95.65625,0.10258595994440839,95.75
12,0.12278297568263952,95.40625,0.1015206213714555,95.75
13,0.12595354949939064,95.15625,0.09992679969407618,95.375
14,0.1167811814066954,96.03125,0.09610071479342878,96.0
15,0.11790081710088998,96.0625,0.10672015157528221,95.625
16,0.11124326959718019,96.09375,0.11323200712446123,95.625
17,0.11729209545068443,95.53125,0.10591799955349415,95.875
18,0.1151838785444852,96.0625,0.1069878550269641,95.75
19,0.1078962172579486,96.0,0.11087864055298269,95.75
20,0.1068982413993217,96.3125,0.11085310204653069,95.5
