epoch,train_loss,train_acc,val_loss,val_acc
1,0.2080020829755813,92.75,0.04020674729719758,99.5
2,0.043140483142342416,99.25,0.022447905626613647,99.625
3,0.03470672653929796,98.96875,0.01744827543734573,99.625
4,0.02350007084343815,99.3125,0.013081311615533196,99.75
5,0.023303948127868353,99.3125,0.012370885040727444,99.75
6,0.018367174988088663,99.46875,0.013998710231680889,99.5
7,0.01706970024337352,99.625,0.011100602030928712,99.75
8,0.015434405322521343,99.53125,0.010575932612700853,99.875
9,0.01877309354786121,99.4375,0.010970846679410897,99.875
10,0.013000544148817426,99.71875,0.009493738310702611,99.875
11,0.013802183479892847,99.65625,0.012378478533064481,99.75
12,0.012381818125868449,99.71875,0.008687047231942415,99.875
13,0.012018624942174937,99.5625,0.010188585860159947,99.625
14,0.009743697356134362,99.71875,0.00993196933173749,99.875
15,0.012379830215977564,99.75,0.008843617292732232,99.875
16,0.01016745533212088,99.71875,0.009043237177174888,99.75
17,0.00881237351186428,99.8125,0.008383709478803212,99.75
18,0.00955927117855026,99.71875,0.008818894824216841,99.875
19,0.009649170659813536,99.71875,0.007509655663270678,99.875
20,0.009996892162816948,99.6875,0.008300592892919668,99.875
