epoch,train_loss,train_acc,val_loss,val_acc
1,0.564426236897707,73.40625,0.3696959501504898,92.25
2,0.25885207489132883,95.3125,0.1615943530201912,96.875
3,0.12402235178276896,97.75,0.09801704868674278,97.5
4,0.08023022215813398,98.375,0.07166869927197694,97.75
5,0.05793835535645485,98.6875,0.05393696565181017,98.75
6,0.047252007564529776,98.96875,0.04680112974718213,99.0
7,0.037886203579837456,99.0,0.038797117206268016,99.25
8,0.03251319576753303,99.0625,0.03363699805457145,99.25
9,0.026122643559938298,99.1875,0.032396486555226145,99.25
10,0.02307532489357982,99.375,0.02834957523504272,99.25
11,0.018345141070894896,99.65625,0.026934805529890582,99.25
12,0.01542371406510938,99.6875,0.025235061751445756,99.375
13,0.012023324362235143,99.75,0.025544364032102748,99.375
14,0.01163599012303166,99.78125,0.023948586941696704,99.375
15,0.010679904689168325,99.75,0.02179184838430956,99.5
16,0.007906729085661937,99.9375,0.026014576001907697,99.375
17,0.0068462859350256625,99.90625,0.029504330642521382,99.25
18,0.006435483827808639,99.90625,0.02227108159189811,99.5
19,0.005492838391801342,99.96875,0.022976253317319787,99.5
20,0.005353648163072648,99.90625,0.022305627779860514,99.5
