epoch,train_loss,train_acc,val_loss,val_acc
1,0.527110615670681,73.875,0.5318466383218765,73.125
2,0.49928455069661143,75.96875,0.4935071408748627,76.25
3,0.47443361923098565,77.5,0.47948505759239196,76.375
4,0.4500785271450877,79.15625,0.4561076295375824,78.5
5,0.4173510606586933,81.03125,0.4470959594845772,79.125
6,0.39281459055840967,82.34375,0.40338113486766813,80.625
7,0.37264168746769427,83.25,0.3922179192304611,83.5
8,0.3507993824407458,84.15625,0.34059941962361334,83.875
9,0.3594393448159099,84.8125,0.3192154759168625,85.875
10,0.3149791556224227,86.3125,0.45570827201008796,80.0
11,0.29634714357554914,87.25,0.30420252948999404,88.0
12,0.29010628174990416,88.1875,0.3510760173201561,85.25
13,0.26890965171158315,88.5625,0.3132762076705694,87.375
14,0.26606507282704117,89.53125,0.31189842529594897,87.375
15,0.24922167845070362,90.09375,0.3562862654030323,86.125
16,0.245900032967329,90.09375,0.275866362452507,89.125
17,0.24381662337109447,89.96875,0.30159806333482264,88.875
18,0.21807217734865844,92.0,0.2548788222670555,89.75
19,0.23974869892001152,90.28125,0.29488750636577604,87.5
20,0.2242205014452338,90.3125,0.26112846039235593,88.875
