epoch,train_loss,train_acc,val_loss,val_acc
1,0.6479011300206184,62.59375,0.6481971573829651,62.0
2,0.6268648779392243,65.3125,0.6361345267295837,63.24999999999999
3,0.6141433353722096,66.9375,0.6221407687664032,65.0
4,0.6001652604341507,68.09375,0.6016777276992797,67.375
5,0.5812585251033306,70.46875,0.6163160300254822,69.5
6,0.5725196501612664,70.71875,0.586947500705719,71.125
7,0.560631777048111,71.625,0.5921888244152069,69.0
8,0.5543713362514973,71.6875,0.5935620343685151,67.625
9,0.5490399347245694,71.90625,0.5983253717422485,68.75
10,0.5497935133427382,72.53125,0.5954643207788467,69.125
11,0.5376252816617488,72.84375,0.6863419723510742,68.75
12,0.5248742623627186,73.65625,0.6379435962438583,66.875
13,0.5158031865209342,74.84375,0.5932258379459381,68.625
14,0.5161375892162323,74.8125,0.6297457778453827,67.125
15,0.5066158004850149,75.15625,0.5814158469438553,69.0
16,0.5018396297097206,75.21875,0.6051743274927139,68.75
17,0.5007975365221501,75.96875,0.5770567965507507,70.875
18,0.4897084627300501,77.46875,0.6159475642442703,69.875
19,0.4917519847303629,76.09375,0.8821736806631089,68.0
20,0.47451844818890093,78.0,0.5876446080207824,71.5
