epoch,train_loss,train_acc,val_loss,val_acc
1,0.5333578727394342,73.09375,0.3478428617119789,85.25
2,0.24311860805377364,91.0625,0.18428929150104523,92.5
3,0.10351973649580032,96.6875,0.11877211002632976,95.5
4,0.06158928032498807,98.3125,0.1240645880252123,96.0
5,0.042206091086845844,98.84375,0.10196032131556422,96.125
6,0.026385395079269073,99.40625,0.07787769319489599,97.375
7,0.02483345147804357,99.40625,0.08546424368396402,97.125
8,0.027214499861001967,99.34375,0.0733260296843946,97.375
9,0.018247075049439444,99.625,0.08409186153206974,97.25
10,0.016087822977860922,99.6875,0.07542692539747804,97.375
