epoch,train_loss,train_acc,val_loss,val_acc
1,0.373133194707334,84.8125,0.3162509968876839,87.25
2,0.22591292647644878,91.34375,0.2041799958795309,93.625
3,0.1946389646548778,92.71875,0.18307413928210736,93.5
4,0.19355192244052888,93.0625,0.18917899362742902,92.375
5,0.17478009200654923,93.53125,0.18203834973275662,92.375
6,0.16811909375246614,93.75,0.21664185732603072,90.625
7,0.15818766408134252,94.125,0.17658938031643628,92.875
8,0.15940937951672823,94.0,0.16105548560619354,93.125
9,0.15273410838097334,93.875,0.15987631928175688,93.375
10,0.151594938414637,94.1875,0.16168841052800417,94.375
11,0.1478174569038674,94.1875,0.14285785637795925,94.75
12,0.1478774759429507,94.25,0.16055114910006524,93.875
13,0.14193286599125712,94.28125,0.1552547888830304,93.625
14,0.1373571871779859,94.875,0.14306841973215342,94.5
15,0.1399880614457652,94.53125,0.13553380038589238,95.375
16,0.1406381082208827,94.5,0.1362321993149817,94.75
17,0.13839385528117418,94.71875,0.1460061887279153,95.0
18,0.13464642225997522,94.5625,0.1547459638863802,94.0
19,0.14010367751587183,94.8125,0.13876155640929938,94.75
20,0.1422412650566548,94.5625,0.1544134695455432,94.75
