epoch,stage1_train_loss,stage1_val_loss,stage2_train_loss,stage2_val_loss,stage3_train_loss,stage3_val_loss
1,0.1931895737349987,0.07744811594486237,0.3578995171189308,0.3071923005580902,0.4975985570251942,0.5316182374954224
2,0.29629986092448235,0.08390452235937118,0.3751414141058922,0.33841524839401244,0.29179789453744887,0.3120176231861114
3,0.185039254873991,0.06215735584497452,0.3502510672807693,0.2820143294334412,0.34462714537978173,0.36968509554862977
4,0.19851223781704902,0.054195763915777205,0.32391900300979615,0.22055639445781708,0.4302439653873444,0.5314867007732391
5,0.20567082889378072,0.04893309101462364,0.3114393016695976,0.2359246039390564,0.34068628057837486,0.4909824287891388
6,0.18964739136397837,0.0438443648815155,0.3015022140741348,0.23062316536903382,0.35300270937383177,0.8556394863128662
7,0.2464315614849329,0.043368327990174295,0.2902321918308735,0.23504782617092132,0.331039801388979,0.8088544702529907
8,0.26661779038608074,0.04587550826370716,0.26883229687809945,0.22068953275680542,0.3865427803993225,1.0754326152801514
9,0.31624595656991006,0.049710453748703004,0.2776963667571545,0.2342558842897415,0.3780463895946741,0.9591993045806885
10,0.3154187968373299,0.053334860131144524,0.2556767930090427,0.2148200422525406,0.4579923399537802,1.2145836687088012
11,0.37387044057250024,0.05848739370703697,0.2668686151504517,0.23122840642929077,0.42380779802799223,1.0560261583328248
12,0.37181776963174346,0.06312246859073639,0.24811590641736983,0.21088181257247926,0.4324218253791332,1.34521568775177
13,0.4445759020745754,0.07247218027710915,0.2537368832528591,0.2257623541355133,0.5691940876841545,0.9936856245994568
14,0.33276481978595257,0.07282786011695862,0.24154085978865625,0.20216837346553804,0.5766828508675098,1.5115048789978027
15,0.6189145771414042,0.07382634103298187,0.23798428297042848,0.2157333415746689,0.5492462195456028,0.960157835483551
16,0.3133392196148634,0.07886534258723259,0.23364411249756814,0.19811791718006133,0.6735682587325573,1.4217546701431274
17,0.5459203691780568,0.0874471427500248,0.2365935592353344,0.20915717303752898,0.7772632651776076,1.2342993497848511
18,0.45274086214601994,0.0857514126598835,0.22319820404052734,0.18997418522834777,0.6127159657329321,1.4205421137809753
19,0.4733374671638012,0.08950948163866997,0.23261561781167983,0.20784350454807282,0.5524382979422807,1.2488346815109252
20,0.4363284964114428,0.0927132534980774,0.2169167196750641,0.18683189272880554,0.7666583256423474,1.4899069237709046
