epoch,train_loss,train_acc,val_loss,val_acc
1,0.6739949236810208,58.65625,0.5990624159574509,69.25
2,0.5333773875236512,75.40625,0.4796942973136902,79.75
3,0.42891142278909683,82.375,0.3950559800863266,85.125
4,0.3556605363637209,86.34375,0.3540784293413162,85.375
5,0.3062811623513699,87.8125,0.30062143921852114,88.0
6,0.2782091234996915,89.5625,0.288471312969923,87.875
7,0.24653595346957446,90.40625,0.26018904492259026,90.0
8,0.2248045034147799,91.34375,0.2582150501012802,89.625
9,0.21305592220276595,91.84375,0.2550985252857208,89.75
10,0.20111310750246048,92.21875,0.24215588323771953,90.0
11,0.18536075100302696,93.28125,0.22000294156372546,90.875
12,0.1766458673775196,93.28125,0.2195203447341919,91.25
13,0.16476652467623354,94.0,0.2120725205540657,91.5
14,0.1531799358036369,94.34375,0.22459424395114183,91.0
15,0.15225885226391256,94.4375,0.20620042677968742,92.0
16,0.1406646557012573,94.59375,0.2048920265585184,91.625
17,0.13285494525451214,95.0,0.19268896438181402,92.625
18,0.12374309768900275,95.6875,0.19480998445302247,92.25
19,0.11975358522031457,95.71875,0.22038899186998606,91.25
20,0.11123406702186912,96.0,0.1929455628618598,92.5
