epoch,train_loss,train_acc,val_loss,val_acc
1,0.27800895160995426,90.8125,0.02768114846199751,99.875
2,0.03781496961833909,99.28125,0.012340515968389809,99.875
3,0.020854595013661312,99.5,0.00968863204587251,99.875
4,0.01907604338717647,99.65625,0.010974183813668787,99.875
5,0.009447184268501586,99.84375,0.007442133331205696,99.875
6,0.007869994693319313,99.8125,0.0054751970199868084,99.875
7,0.004174569618771784,100.0,0.003952228999696672,99.875
8,0.0036263289183261806,99.96875,0.002795637298258953,99.875
9,0.004338636983884498,99.9375,0.004765629696194083,99.875
10,0.003917734333808767,99.9375,0.003852020148187876,99.875
