epoch,train_loss,train_acc,val_loss,val_acc
1,0.6311815331876278,64.53125,0.5112589901685715,82.875
2,0.40925872392952445,87.8125,0.3032980266213417,93.5
3,0.2430066315457225,94.71875,0.17781046718358995,96.5
4,0.15237970979884266,97.03125,0.11721934773027896,97.125
5,0.10732039803639054,97.75,0.0900027821585536,97.625
6,0.08582462372258305,97.84375,0.08368650948628784,97.875
7,0.06729063815437257,98.34375,0.06647160550579428,97.75
8,0.05903904163977131,98.25,0.06529253966175019,98.125
9,0.049868675735779106,98.59375,0.06458447003737092,98.25
10,0.04270916748442687,98.9375,0.05939913912676275,98.0
11,0.03859924497664906,98.96875,0.05660957045387477,97.875
12,0.03493296729051508,98.84375,0.05250545570626855,98.0
13,0.029968466671416536,99.1875,0.052269920667167756,97.875
14,0.025338305702316575,99.40625,0.05429386016214267,97.875
15,0.023407965633377898,99.46875,0.051168678713729605,98.0
16,0.021889425549888982,99.46875,0.05366155715542845,97.875
17,0.01859661101421807,99.625,0.05062535717035644,98.0
18,0.01709619994420791,99.5625,0.06236149758216925,97.875
19,0.016983510466234295,99.65625,0.054660910975653676,98.0
20,0.013905986214231234,99.8125,0.06488384807249531,97.875
