epoch,train_loss,train_acc,val_loss,val_acc
1,0.6336904366314411,64.75,0.6001010257005691,70.625
2,0.48524507947266105,79.125,0.25574066907167436,91.5
3,0.1779230648186058,93.5625,0.0853616328164935,98.125
4,0.1040706554451026,96.125,0.07759678968461231,97.75
5,0.08028224006295204,97.21875,0.05820408564060926,98.375
6,0.06963436806981918,97.53125,0.0517486582766287,98.25
7,0.04027562259580009,98.53125,0.044153947113081814,98.25
8,0.03969522854400566,98.625,0.03236224271939136,99.125
9,0.053335681768658105,98.46875,0.040102372488472614,98.5
10,0.040322797181434,98.84375,0.06687242604792118,97.875
11,0.028736043048702413,98.96875,0.04199323262902908,98.375
12,0.02833664946942008,99.25,0.022004569902201183,99.375
13,0.02824499045993434,99.0,0.019139344573486598,99.375
14,0.02284837986357161,99.1875,0.012696040651062503,99.375
15,0.020154259383343743,99.4375,0.014264494696108158,99.5
16,0.02404293893261638,99.25,0.020087185950396814,99.375
17,0.01370510399363411,99.625,0.020412184853630607,99.125
18,0.013932447985316685,99.5,0.02492383114702534,99.25
19,0.01542586603856762,99.46875,0.018495344578841468,99.5
20,0.01669345199727104,99.5,0.025096356432914035,99.25
